question_id,file,lot,official_topic,official_item_id,official_item,difficulty,answer_mode,required_answer_count,correct_choices,choices,cognitive_level,exam_skill,archetype,code_language,estimated_time_seconds,assesses_outcomes,course_refs,course_url,sources,classification
QST-h0x1bk6pjv23,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-7sewqvmw6468,Request handling,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,60,OUT-6adtz0h101zr,CRS-mpwjc4g3vmj7,/docs/courses/lot-03/request-handling,2,CODE_INLINE_PRESENT
QST-7m1rk86pa9af,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-xc4zfr70jjas,Exception handling,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-9gyxnzp7ngzp,CRS-kd67y4vnd0mm,/docs/courses/lot-03/exception-handling,1,READY_FOR_NEW_UI
QST-gaax022fgkjp,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-rd9b27fkb72r,Event dispatcher and kernel events,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-dbz79ewzqdg9,CRS-2hpcy2rscq7m,/docs/courses/lot-03/event-dispatcher-and-kernel-events,1,READY_FOR_NEW_UI
QST-zax1wr1gy24e,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-rd9b27fkb72r,Event dispatcher and kernel events,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,API_SIGNATURE,,45,OUT-2x9c1gjdj7t5,CRS-2hpcy2rscq7m,/docs/courses/lot-03/event-dispatcher-and-kernel-events,2,CODE_INLINE_PRESENT
QST-tex0099enajm,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-rd9b27fkb72r,Event dispatcher and kernel events,easy,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,35,OUT-p34x8sjgctbp,CRS-2hpcy2rscq7m,/docs/courses/lot-03/event-dispatcher-and-kernel-events,1,CODE_INLINE_PRESENT
QST-8sg46ehm1d11,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-hzbednd04fd4,Official best practices,easy,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,35,OUT-2snt9b8p7pfa,CRS-k2xvr11x936e,/docs/courses/lot-03/official-best-practices,1,READY_FOR_NEW_UI
QST-nwpzd6jv9y2w,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-hzbednd04fd4,Official best practices,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,SCENARIO_CHOICE,,45,OUT-2t4534jgce75,CRS-k2xvr11x936e,/docs/courses/lot-03/official-best-practices,1,READY_FOR_NEW_UI
QST-036y8zfn88x2,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-vk57zg2wpep7,Backward compatibility promise,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,60,OUT-bmtapjwv4je4,CRS-21ec5kwrcmkm,/docs/courses/lot-03/backward-compatibility-promise,1,READY_FOR_NEW_UI
QST-zj6vgwab6xsz,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-vk57zg2wpep7,Backward compatibility promise,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,60,OUT-xh1k5wmbaqwa,CRS-21ec5kwrcmkm,/docs/courses/lot-03/backward-compatibility-promise,1,READY_FOR_NEW_UI
QST-j1z51ck1sqns,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-ehf5zdnmdb1j,Deprecations best practices,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,50,OUT-8dx7erg8d1eb,CRS-rkq1d437dw5d,/docs/courses/lot-03/deprecations-best-practices,1,READY_FOR_NEW_UI
QST-r3qg3jt3efpg,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-ehf5zdnmdb1j,Deprecations best practices,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-0j2bgvnbyj7p,CRS-rkq1d437dw5d,/docs/courses/lot-03/deprecations-best-practices,1,READY_FOR_NEW_UI
QST-152ds6g0w3kn,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-efzq92vdtayj,Framework overloading,medium,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,50,OUT-2r6g1ds91vvw,CRS-f9s8mpaydnbx,/docs/courses/lot-03/framework-overloading,1,READY_FOR_NEW_UI
QST-50dc6st2798p,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-pk5s7cnhk776,Release management and roadmap schedule,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,40,OUT-r00p8959jcpp,CRS-6m32av3nr9eh,/docs/courses/lot-03/release-management-and-roadmap-schedule,1,READY_FOR_NEW_UI
QST-jjyw16qe6rdp,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-pk5s7cnhk776,Release management and roadmap schedule,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,55,OUT-1q68f4h4bdny,CRS-6m32av3nr9eh,/docs/courses/lot-03/release-management-and-roadmap-schedule,1,READY_FOR_NEW_UI
QST-rqn99khrxjbz,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-kcj9a5846b1s,Framework interoperability and PSRs,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,55,OUT-3we3dc646hxk,CRS-f74jcpnrrkhz,/docs/courses/lot-03/framework-interoperability-and-psrs,2,READY_FOR_NEW_UI
QST-8xa9f65f4yr4,lot-03-architecture.yml,lot-03,Symfony Architecture,OIT-c9pjp03cv4bq,Naming conventions,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-3r39kw6erehf,CRS-9g4qrgfs7nm4,/docs/courses/lot-03/naming-conventions,1,CODE_INLINE_PRESENT
QST-1rm2gsd2rpg3,lot-04-controllers.yml,lot-04,Controllers,OIT-qr7gnht5s847,HttpKernel component and FrameworkBundle,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-dvn4fe5a95kf,CRS-tygmreqkkds3,/docs/courses/lot-04/httpkernel-component-and-frameworkbundle,1,READY_FOR_NEW_UI
QST-kd99n7e6g9ka,lot-04-controllers.yml,lot-04,Controllers,OIT-qr7gnht5s847,HttpKernel component and FrameworkBundle,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-9n7kqntbxaap,CRS-tygmreqkkds3,/docs/courses/lot-04/httpkernel-component-and-frameworkbundle,1,READY_FOR_NEW_UI
QST-kyp8v8zrb8r3,lot-04-controllers.yml,lot-04,Controllers,OIT-ycc2c8tnv68h,Naming conventions,medium,single,1,1,4,KNOW,DISTINGUISH,BEHAVIOR_PREDICTION,,45,OUT-j9vdv1qav4by,CRS-9fz4erg0wmbq,/docs/courses/lot-04/naming-conventions,1,CODE_INLINE_PRESENT
QST-dnxpede76ew1,lot-04-controllers.yml,lot-04,Controllers,OIT-gqpj4rbt0hc7,The base AbstractController class,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-37kbkcyddm1r,CRS-h8s87edcx8ae,/docs/courses/lot-04/the-base-abstractcontroller-class,1,CODE_INLINE_PRESENT
QST-2vj8n6hfss62,lot-04-controllers.yml,lot-04,Controllers,OIT-gqpj4rbt0hc7,The base AbstractController class,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,CONCEPT_DISTINCTION,,60,OUT-j0pg9ejmv4hg,CRS-h8s87edcx8ae,/docs/courses/lot-04/the-base-abstractcontroller-class,1,CODE_INLINE_PRESENT
QST-da21bxhgtjcr,lot-04-controllers.yml,lot-04,Controllers,OIT-6cr9b8ea8g32,The request,easy,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-gvjp79xbcjsb,CRS-ea3twt9jcan2,/docs/courses/lot-04/the-request,1,CODE_INLINE_PRESENT
QST-ahd7kee2rcdn,lot-04-controllers.yml,lot-04,Controllers,OIT-6cr9b8ea8g32,The request,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-8y8ytxt6m5v1,CRS-ea3twt9jcan2,/docs/courses/lot-04/the-request,1,CODE_INLINE_PRESENT
QST-qbvmn4ak00xe,lot-04-controllers.yml,lot-04,Controllers,OIT-2emwghgkkrdy,The response,medium,single,1,1,4,KNOW,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-5ram2kxkc3de,CRS-a669jpap5zf2,/docs/courses/lot-04/the-response,1,READY_FOR_NEW_UI
QST-f1y8ffw897x7,lot-04-controllers.yml,lot-04,Controllers,OIT-2emwghgkkrdy,The response,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_PREDICTION,,60,OUT-k5603xv7233j,CRS-a669jpap5zf2,/docs/courses/lot-04/the-response,1,CODE_INLINE_PRESENT
QST-11nk5754rpdh,lot-04-controllers.yml,lot-04,Controllers,OIT-pfrzrr0qcmh3,The cookies,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-kejhjexj129b,CRS-thmkagkjcvh3,/docs/courses/lot-04/the-cookies,1,CODE_INLINE_PRESENT
QST-b5rsrffwd1ja,lot-04-controllers.yml,lot-04,Controllers,OIT-e41m74xaqhy7,The session,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_PREDICTION,,60,OUT-vvctkweagzvz,CRS-a51fqgqynr2d,/docs/courses/lot-04/the-session,1,READY_FOR_NEW_UI
QST-hw8ee6r7vmgd,lot-04-controllers.yml,lot-04,Controllers,OIT-65bev6t7wbna,The flash messages,medium,single,1,1,4,KNOW,DISTINGUISH,API_SIGNATURE,,45,OUT-6g7emmk5p02f,CRS-ak7sdgcdjb7e,/docs/courses/lot-04/the-flash-messages,1,READY_FOR_NEW_UI
QST-rh33zfabnd6v,lot-04-controllers.yml,lot-04,Controllers,OIT-bwfqarnn6s2f,HTTP redirects,medium,single,1,1,4,APPLY,DIAGNOSE,API_SIGNATURE,,45,OUT-v6qwe7g2fz54,CRS-7zy5ndjgnpk1,/docs/courses/lot-04/http-redirects,1,CODE_INLINE_PRESENT
QST-w5n16306gg5v,lot-04-controllers.yml,lot-04,Controllers,OIT-bwfqarnn6s2f,HTTP redirects,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-2n6hy6wr111b,CRS-7zy5ndjgnpk1,/docs/courses/lot-04/http-redirects,1,CODE_INLINE_PRESENT
QST-8gc5zq1h2p98,lot-04-controllers.yml,lot-04,Controllers,OIT-znm2tr61aw9p,Internal redirects,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,BEHAVIOR_PREDICTION,,45,OUT-rwcxavb94b2x,CRS-fd24qxy0x1s6,/docs/courses/lot-04/internal-redirects,1,CODE_INLINE_PRESENT
QST-jm00zq4z9sez,lot-04-controllers.yml,lot-04,Controllers,OIT-znm2tr61aw9p,Internal redirects,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-dpjz6mhjj9g1,CRS-fd24qxy0x1s6,/docs/courses/lot-04/internal-redirects,1,READY_FOR_NEW_UI
QST-5kn8tfb5k3s3,lot-04-controllers.yml,lot-04,Controllers,OIT-emymfwgesh99,Generate 404 pages,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_PREDICTION,,60,OUT-qa34bn6sqmqj,CRS-p57qsnnfpd2a,/docs/courses/lot-04/generate-404-pages,1,CODE_INLINE_PRESENT
QST-z3r0at4fmp23,lot-04-controllers.yml,lot-04,Controllers,OIT-emymfwgesh99,Generate 404 pages,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-kybyc8rb3vw0,CRS-p57qsnnfpd2a,/docs/courses/lot-04/generate-404-pages,1,READY_FOR_NEW_UI
QST-cztz9ndc5pc0,lot-04-controllers.yml,lot-04,Controllers,OIT-tb3bnd6b0f01,File upload,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-38dvrzpkavx9,CRS-5pns7nw7612s,/docs/courses/lot-04/file-upload,1,READY_FOR_NEW_UI
QST-myjwe916hpfp,lot-04-controllers.yml,lot-04,Controllers,OIT-tb3bnd6b0f01,File upload,medium,single,1,1,4,KNOW,RECOGNIZE,BEHAVIOR_PREDICTION,,45,OUT-q06cyzmh9hjt,CRS-5pns7nw7612s,/docs/courses/lot-04/file-upload,1,CODE_INLINE_PRESENT
QST-1kdkyp9r94d1,lot-04-controllers.yml,lot-04,Controllers,OIT-e93sa9rd4kd9,Built-in internal controllers,medium,single,1,1,4,APPLY,RECOGNIZE,SCENARIO_CHOICE,,45,OUT-b7ntcrpknmjw,CRS-zmg0wrxvqqdq,/docs/courses/lot-04/built-in-internal-controllers,1,READY_FOR_NEW_UI
QST-df9adrfdyn46,lot-04-controllers.yml,lot-04,Controllers,OIT-e93sa9rd4kd9,Built-in internal controllers,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,CONFIG_BEHAVIOR,,60,OUT-xs0zdk3dz20y,CRS-zmg0wrxvqqdq,/docs/courses/lot-04/built-in-internal-controllers,1,READY_FOR_NEW_UI
QST-a8y5n999x97w,lot-04-controllers.yml,lot-04,Controllers,OIT-8hs6e05vq91g,Argument value resolvers,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,API_SIGNATURE,,60,OUT-np4jrjh0phfs,CRS-d5ffd8b704zs,/docs/courses/lot-04/argument-value-resolvers,1,READY_FOR_NEW_UI
QST-wqmsve0rpm50,lot-04-controllers.yml,lot-04,Controllers,OIT-8hs6e05vq91g,Argument value resolvers,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,75,OUT-mtg83g8mv3bb,CRS-d5ffd8b704zs,/docs/courses/lot-04/argument-value-resolvers,1,CODE_INLINE_PRESENT
QST-9rwkjyzgr7hg,lot-04-controllers.yml,lot-04,Controllers,OIT-8hs6e05vq91g,Argument value resolvers,medium,single,1,1,4,KNOW,RECOGNIZE,BEHAVIOR_PREDICTION,,45,OUT-chxt3emfrcjg,CRS-d5ffd8b704zs,/docs/courses/lot-04/argument-value-resolvers,1,READY_FOR_NEW_UI
QST-ph5rpxx438xm,lot-04-controllers.yml,lot-04,Controllers,OIT-qr7gnht5s847,HttpKernel component and FrameworkBundle,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-wtvmvsdmdz41,CRS-tygmreqkkds3,/docs/courses/lot-04/httpkernel-component-and-frameworkbundle,2,READY_FOR_NEW_UI
QST-bm2jqyvpp3hg,lot-04-controllers.yml,lot-04,Controllers,OIT-ycc2c8tnv68h,Naming conventions,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-fzeda7ytt9hf,CRS-9fz4erg0wmbq,/docs/courses/lot-04/naming-conventions,1,CODE_INLINE_PRESENT
QST-psq97q7wkts8,lot-04-controllers.yml,lot-04,Controllers,OIT-gqpj4rbt0hc7,The base AbstractController class,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-5xtttnzd990y,CRS-h8s87edcx8ae,/docs/courses/lot-04/the-base-abstractcontroller-class,1,READY_FOR_NEW_UI
QST-hffdkwmscd0p,lot-04-controllers.yml,lot-04,Controllers,OIT-gqpj4rbt0hc7,The base AbstractController class,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,API_SIGNATURE,,55,OUT-mzj3xrwsw6dr,CRS-h8s87edcx8ae,/docs/courses/lot-04/the-base-abstractcontroller-class,1,CODE_INLINE_PRESENT
QST-gbccz7ynvbd2,lot-04-controllers.yml,lot-04,Controllers,OIT-6cr9b8ea8g32,The request,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-y2d9m024g5gk,CRS-ea3twt9jcan2,/docs/courses/lot-04/the-request,1,CODE_INLINE_PRESENT
QST-pg8rnbwrhn85,lot-04-controllers.yml,lot-04,Controllers,OIT-6cr9b8ea8g32,The request,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,50,OUT-axr8r9fatztr,CRS-ea3twt9jcan2,/docs/courses/lot-04/the-request,1,CODE_INLINE_PRESENT
QST-mfy3b1tss7jd,lot-04-controllers.yml,lot-04,Controllers,OIT-2emwghgkkrdy,The response,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-4wrmsr0a1xvb,CRS-a669jpap5zf2,/docs/courses/lot-04/the-response,1,READY_FOR_NEW_UI
QST-wtsqfj44143s,lot-04-controllers.yml,lot-04,Controllers,OIT-2emwghgkkrdy,The response,medium,single,1,1,4,APPLY,DISTINGUISH,SCENARIO_CHOICE,,50,OUT-fy6864mta4ff,CRS-a669jpap5zf2,/docs/courses/lot-04/the-response,1,READY_FOR_NEW_UI
QST-5jrgjrw4vr7c,lot-04-controllers.yml,lot-04,Controllers,OIT-e41m74xaqhy7,The session,medium,single,1,1,4,APPLY,DISTINGUISH,SCENARIO_CHOICE,,50,OUT-wc78qqp1pj1p,CRS-a51fqgqynr2d,/docs/courses/lot-04/the-session,1,CODE_INLINE_PRESENT
QST-9wvy29f35tq4,lot-04-controllers.yml,lot-04,Controllers,OIT-65bev6t7wbna,The flash messages,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,BEHAVIOR_PREDICTION,,45,OUT-sc6f90ffqzcw,CRS-ak7sdgcdjb7e,/docs/courses/lot-04/the-flash-messages,1,READY_FOR_NEW_UI
QST-ygz3yc3dy4qb,lot-04-controllers.yml,lot-04,Controllers,OIT-bwfqarnn6s2f,HTTP redirects,medium,single,1,1,4,APPLY,DISTINGUISH,SCENARIO_CHOICE,,50,OUT-gzgd3nv5dqsb,CRS-7zy5ndjgnpk1,/docs/courses/lot-04/http-redirects,1,CODE_INLINE_PRESENT
QST-sp3j4nhbk843,lot-04-controllers.yml,lot-04,Controllers,OIT-znm2tr61aw9p,Internal redirects,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,55,OUT-kbajzz4zg5nn,CRS-fd24qxy0x1s6,/docs/courses/lot-04/internal-redirects,1,READY_FOR_NEW_UI
QST-wrd26d867k2d,lot-04-controllers.yml,lot-04,Controllers,OIT-emymfwgesh99,Generate 404 pages,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-jwxbjkcsf51k,CRS-p57qsnnfpd2a,/docs/courses/lot-04/generate-404-pages,1,CODE_INLINE_PRESENT
QST-jb83rnewag1f,lot-04-controllers.yml,lot-04,Controllers,OIT-emymfwgesh99,Generate 404 pages,hard,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,55,OUT-ym6q5502fmyf,CRS-p57qsnnfpd2a,/docs/courses/lot-04/generate-404-pages,1,READY_FOR_NEW_UI
QST-bv3s8kewdfyw,lot-04-controllers.yml,lot-04,Controllers,OIT-tb3bnd6b0f01,File upload,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,50,OUT-np64n1673fc3,CRS-5pns7nw7612s,/docs/courses/lot-04/file-upload,2,CODE_INLINE_PRESENT
QST-t9fn2h61s3mc,lot-04-controllers.yml,lot-04,Controllers,OIT-tb3bnd6b0f01,File upload,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-aw5esqj5yqqm,CRS-5pns7nw7612s,/docs/courses/lot-04/file-upload,1,READY_FOR_NEW_UI
QST-8wnkjscden97,lot-04-controllers.yml,lot-04,Controllers,OIT-e93sa9rd4kd9,Built-in internal controllers,medium,single,1,1,4,APPLY,DISTINGUISH,CONFIG_BEHAVIOR,,50,OUT-bpvmhcnp7akr,CRS-zmg0wrxvqqdq,/docs/courses/lot-04/built-in-internal-controllers,1,READY_FOR_NEW_UI
QST-3scwz8d79erg,lot-04-controllers.yml,lot-04,Controllers,OIT-8hs6e05vq91g,Argument value resolvers,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,60,OUT-cbtvxgfkskae,CRS-d5ffd8b704zs,/docs/courses/lot-04/argument-value-resolvers,1,READY_FOR_NEW_UI
QST-t8j3vg4s1y9q,lot-04-controllers.yml,lot-04,Controllers,OIT-8hs6e05vq91g,Argument value resolvers,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,60,OUT-ynyxk5m0hyzd,CRS-d5ffd8b704zs,/docs/courses/lot-04/argument-value-resolvers,1,CODE_INLINE_PRESENT
QST-am0fchhs6cs8,lot-05-routing.yml,lot-05,Routing,OIT-ceaw3ewfsw85,Routing component and FrameworkBundle,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-jsv2v128z17j,CRS-2nwv1v57j7ef,/docs/courses/lot-05/routing-component-and-frameworkbundle,1,READY_FOR_NEW_UI
QST-sy8yv5y6kfbe,lot-05-routing.yml,lot-05,Routing,OIT-ceaw3ewfsw85,Routing component and FrameworkBundle,medium,single,1,1,4,KNOW,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-bn50g0may31c,CRS-2nwv1v57j7ef,/docs/courses/lot-05/routing-component-and-frameworkbundle,1,CODE_INLINE_PRESENT
QST-e4m2fqttjv3f,lot-05-routing.yml,lot-05,Routing,OIT-1cj08dhtp9hj,Restrict URL parameters,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-t3ajatgs8hh2,CRS-wg3j0t5pm7w1,/docs/courses/lot-05/restrict-url-parameters,1,READY_FOR_NEW_UI
QST-nzk49a60g2w7,lot-05-routing.yml,lot-05,Routing,OIT-1cj08dhtp9hj,Restrict URL parameters,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-gxaj5vfr68nt,CRS-wg3j0t5pm7w1,/docs/courses/lot-05/restrict-url-parameters,1,CODE_INLINE_PRESENT
QST-8batm9anrn18,lot-05-routing.yml,lot-05,Routing,OIT-ff0kghjbzvpm,Set default values to URL parameters,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-fhjj5c6d002g,CRS-vkgr06y3x72g,/docs/courses/lot-05/set-default-values-to-url-parameters,1,READY_FOR_NEW_UI
QST-8ga6z9sfbv40,lot-05-routing.yml,lot-05,Routing,OIT-ff0kghjbzvpm,Set default values to URL parameters,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-w99f0fjydtp0,CRS-vkgr06y3x72g,/docs/courses/lot-05/set-default-values-to-url-parameters,1,CODE_INLINE_PRESENT
QST-8k29tz9vy6mt,lot-05-routing.yml,lot-05,Routing,OIT-81b2c0jmv2j3,URLs generation,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-5t7q7sa1385e,CRS-sx61as7r7p0d,/docs/courses/lot-05/urls-generation,1,READY_FOR_NEW_UI
QST-0y1zbrpb67fw,lot-05-routing.yml,lot-05,Routing,OIT-81b2c0jmv2j3,URLs generation,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-dqnskk31jve5,CRS-sx61as7r7p0d,/docs/courses/lot-05/urls-generation,1,READY_FOR_NEW_UI
QST-d0mf49sax6yj,lot-05-routing.yml,lot-05,Routing,OIT-d51jbkfs21pt,Trigger redirects,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-35a9hesk4cpd,CRS-tgbv3wp66rcc,/docs/courses/lot-05/trigger-redirects,1,READY_FOR_NEW_UI
QST-np471a1fkmv6,lot-05-routing.yml,lot-05,Routing,OIT-d51jbkfs21pt,Trigger redirects,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-615hjenzhh66,CRS-tgbv3wp66rcc,/docs/courses/lot-05/trigger-redirects,1,READY_FOR_NEW_UI
QST-af1e821vzx6r,lot-05-routing.yml,lot-05,Routing,OIT-4pgc74ctc3vc,Special internal routing attributes,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-zg0vs74c3yef,CRS-nhebf7arqvn4,/docs/courses/lot-05/special-internal-routing-attributes,1,READY_FOR_NEW_UI
QST-m5x0wprr2kvf,lot-05-routing.yml,lot-05,Routing,OIT-4pgc74ctc3vc,Special internal routing attributes,hard,single,1,1,4,KNOW,DISTINGUISH,CONCEPT_DISTINCTION,,60,OUT-zsdbtcwh25g5,CRS-nhebf7arqvn4,/docs/courses/lot-05/special-internal-routing-attributes,1,READY_FOR_NEW_UI
QST-c8g1bj0n5dqs,lot-05-routing.yml,lot-05,Routing,OIT-21m4pmtymygn,Domain name matching,medium,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,45,OUT-wtvymxrjxf80|OUT-kz98mvtwphqc,CRS-2b1wzm3rwdrn,/docs/courses/lot-05/domain-name-matching,1,READY_FOR_NEW_UI
QST-wackwv87118n,lot-05-routing.yml,lot-05,Routing,OIT-e2zrm9qkpx7j,Conditional request matching,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-413aqdhzwkfw,CRS-f92d09x14ggx,/docs/courses/lot-05/conditional-request-matching,1,READY_FOR_NEW_UI
QST-zre5tj917bfe,lot-05-routing.yml,lot-05,Routing,OIT-e2zrm9qkpx7j,Conditional request matching,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-er1yxf3bmwn9,CRS-f92d09x14ggx,/docs/courses/lot-05/conditional-request-matching,1,CODE_INLINE_PRESENT
QST-n9mqsvxnxvsz,lot-05-routing.yml,lot-05,Routing,OIT-5g82spham3vm,HTTP methods matching,easy,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-y5cganxr802r|OUT-28bd4czsshkq,CRS-h3q0qxnq8eq0,/docs/courses/lot-05/http-methods-matching,1,READY_FOR_NEW_UI
QST-xadb43t30n4e,lot-05-routing.yml,lot-05,Routing,OIT-5g82spham3vm,HTTP methods matching,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-1cfa6y0xkxt0,CRS-h3q0qxnq8eq0,/docs/courses/lot-05/http-methods-matching,1,READY_FOR_NEW_UI
QST-e5r36kab4gdn,lot-05-routing.yml,lot-05,Routing,OIT-xxcpx1qssp93,User's locale guessing,medium,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,45,OUT-q1mwf424caew,CRS-evzcj63fgdb7,/docs/courses/lot-05/user-s-locale-guessing,1,READY_FOR_NEW_UI
QST-sx1wkkf00607,lot-05-routing.yml,lot-05,Routing,OIT-xxcpx1qssp93,User's locale guessing,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-qtd7wg0gtvex,CRS-evzcj63fgdb7,/docs/courses/lot-05/user-s-locale-guessing,1,CODE_INLINE_PRESENT
QST-2m6tem2jg4d4,lot-05-routing.yml,lot-05,Routing,OIT-8sr74a2wnb3r,Router debugging,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-ef2j62bxp9fd,CRS-8dgxs89hrah0,/docs/courses/lot-05/router-debugging,1,READY_FOR_NEW_UI
